form_field, field_value
1,2
2,2
3,3
4,3
5,2
6,3
7,3
8,1
9,2
10,3
11,2
12,2
13,2
14,3
15,3
16,2
17,3
18,3
19,3
20,2
21,1
22,2
23,2
24,4
25,3
26,3
27,2
28,4
29,2
30,2
31,3
32,2
33,2
34,2
35,3
36,2
37,1
38,3
39,2
40,4

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,1,4,false
1,521,600,48,4,true
2,375,454,59,4,true
3,375,246,1,4,false
4,521,100,39,4,true
5,729,100,2,4,false
6,875,246,29,4,true
7,875,454,1,4,false
-1,-1,-1,-1,13245,false
0,729,600,1,2,false
1,521,600,2,2,false
2,375,454,75,8,true
3,375,246,41,2,true
4,521,100,2,2,false
5,729,100,1,2,true
6,875,246,3,2,false
7,875,454,56,8,true
-1,-1,-1,-1,10941,false
0,729,600,42,2,true
1,521,600,2,2,false
2,375,454,2,2,false
3,375,246,41,4,true
4,521,100,14,8,true
5,729,100,2,2,false
6,875,246,70,16,true
7,875,454,2,2,false
-1,-1,-1,-1,13428,false

Normals
-2.196180854129874
-7.2245747873866755
-6.519908089548796

id, exploit, reward, time
4,1,59,0:5.560
5,1,0,0:9.330
6,1,64,0:13.30
4,2,57,0:17.470
4,3,52,0:18.910
4,4,45,0:20.210
4,5,40,0:21.410
4,6,37,0:22.740
4,7,32,0:24.100
4,8,28,0:25.270
4,9,24,0:26.690
4,10,21,0:28.30
4,11,18,0:29.390
5,2,0,0:32.220
3,1,0,0:35.980
2,1,99,0:40.380
2,2,89,0:42.620
2,3,77,0:44.270
2,4,67,0:45.790
2,5,60,0:47.80
2,6,54,0:48.490
2,7,49,0:50.160
2,8,44,0:51.490
2,9,40,0:52.880
2,10,36,0:53.880
2,11,31,0:55.360
2,12,27,0:56.940
2,13,23,0:58.40
2,14,20,0:59.130
2,15,17,1:0.530
1,1,161,1:3.340
1,2,137,1:4.730
1,3,123,1:6.320
1,4,112,1:7.900
1,5,99,1:9.350
1,6,87,1:10.770
1,7,74,1:12.260
1,8,65,1:13.390
1,9,58,1:14.700
1,10,53,1:16.130
1,11,49,1:17.210
1,12,45,1:18.300
1,13,39,1:19.620
1,14,34,1:20.960
1,15,31,1:22.220
1,16,28,1:23.480
1,17,25,1:24.670
0,1,0,1:27.820
7,1,0,1:31.170
6,2,179,1:34.770
6,3,166,1:36.260
6,4,140,1:37.740
6,5,128,1:39.250
6,6,111,1:40.760
6,7,99,1:42.160
6,8,92,1:43.510
6,9,83,1:44.970
6,10,74,1:46.460
6,11,68,1:47.810
6,12,62,1:49.40
6,13,55,1:50.380
6,14,49,1:52.50
6,15,45,1:53.240
6,16,42,1:54.550
6,17,37,1:56.560
6,18,33,1:58.80
4,12,178,2:2.440
4,13,161,2:3.710
4,14,144,2:4.880
4,15,128,2:5.910
4,16,112,2:7.300
4,17,98,2:8.500
4,18,88,2:10.100
4,19,81,2:11.790
4,20,71,2:13.20
4,21,60,2:14.130
4,22,52,2:15.200
4,23,46,2:16.250
4,24,42,2:17.460
4,25,38,2:18.970
4,26,34,2:20.320
1,18,138,2:25.190
1,19,125,2:26.910
1,20,114,2:28.530
1,21,102,2:29.660
1,22,88,2:31.250
1,23,78,2:32.870
1,24,71,2:34.280
1,25,64,2:35.680
1,26,57,2:37.60
1,27,51,2:38.500
1,28,48,2:40.620
1,29,42,2:41.920
1,30,37,2:43.290
1,31,32,2:44.590
1,32,29,2:45.960
1,33,26,2:47.520
2,16,174,2:50.660
2,17,158,2:52.130
2,18,141,2:53.140
2,19,127,2:54.650
2,20,115,2:56.50
2,21,106,2:57.130
2,22,96,2:58.560
2,23,86,2:59.940
2,24,79,3:1.140
2,25,71,3:2.610
2,26,63,3:3.970
