form_field, field_value
1,2
2,3
3,3
4,2
5,2
6,1
7,1
8,3
9,2
10,2
11,2
12,3
13,3
14,3
15,2
16,2
17,3
18,3
19,2
20,2
21,2
22,3
23,2
24,4
25,1
26,2
27,2
28,2
29,4
30,2
31,1
32,1
33,2
34,1
35,1
36,3
37,4
38,3
39,2
40,4

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,4,4,false
1,521,600,27,4,true
2,375,454,27,4,true
3,375,246,6,4,false
4,521,100,37,4,true
5,729,100,5,4,false
6,875,246,24,4,true
7,875,454,3,4,false
-1,-1,-1,-1,8379,false
0,729,600,4,2,false
1,521,600,3,2,false
2,375,454,56,8,true
3,375,246,35,2,true
4,521,100,2,2,false
5,729,100,38,2,true
6,875,246,2,2,false
7,875,454,53,8,true
-1,-1,-1,-1,13658,false
0,729,600,14,2,true
1,521,600,1,2,false
2,375,454,2,2,false
3,375,246,24,4,true
4,521,100,35,8,true
5,729,100,2,2,false
6,875,246,26,16,true
7,875,454,4,2,false
-1,-1,-1,-1,21360,false

Normals
-4.71856020958975
4.408934835411532
-1.9795248729738817

id, exploit, reward, time
7,1,0,0:5.890
0,1,0,0:9.970
1,1,58,0:14.50
2,1,61,0:17.600
3,1,0,0:20.580
2,2,57,0:24.160
1,2,60,0:27.40
0,2,0,0:30.260
7,2,0,0:33.80
6,1,73,0:35.840
5,1,0,0:38.880
4,1,77,0:41.710
3,2,0,0:44.540
4,2,67,0:47.680
2,3,70,0:51.530
1,3,66,0:54.750
0,3,0,0:57.890
7,3,0,1:1.10
6,2,79,1:4.130
5,2,0,1:7.520
4,3,71,1:11.150
3,3,0,1:14.110
2,4,76,1:17.380
1,4,69,1:20.910
6,3,82,1:25.770
5,3,0,1:28.870
4,4,75,1:31.930
2,5,77,1:35.730
1,5,71,1:38.780
6,4,85,1:43.500
4,5,78,1:48.50
2,6,78,1:51.840
1,6,78,1:55.190
6,5,86,1:59.990
4,6,82,2:5.130
5,4,0,2:8.30
3,4,0,2:12.580
2,7,78,2:15.580
1,7,82,2:18.480
0,4,0,2:21.670
6,6,91,2:25.720
4,7,83,2:30.330
3,5,0,2:34.260
2,8,85,2:39.30
1,8,83,2:43.520
6,7,91,2:48.140
5,5,0,2:51.920
4,8,84,2:54.770
4,9,72,2:56.260
4,10,63,2:57.610
4,11,58,2:58.990
4,12,51,3:0.310
4,13,46,3:1.740
4,14,41,3:3.30
4,15,37,3:4.390
4,16,32,3:5.680
4,17,29,3:7.230
4,18,26,3:8.540
4,19,23,3:9.650
4,20,20,3:10.670
4,21,17,3:12.270
4,22,15,3:13.670
6,8,133,3:17.250
6,9,119,3:18.560
6,10,101,3:19.860
6,11,90,3:21.160
6,12,80,3:22.270
6,13,71,3:23.850
6,14,62,3:25.120
6,15,58,3:26.430
6,16,53,3:27.660
6,17,48,3:28.950
6,18,43,3:30.390
6,19,39,3:31.790
6,20,35,3:33.90
6,21,31,3:34.490
6,22,27,3:35.810
6,23,24,3:37.70
6,24,21,3:38.400
1,9,173,3:42.670
1,10,155,3:43.960
1,11,144,3:45.280
1,12,135,3:46.550
1,13,119,3:47.920
1,14,110,3:49.300
1,15,98,3:50.620
1,16,87,3:51.940
1,17,78,3:53.230
1,18,70,3:55.160
1,19,59,3:56.490
1,20,53,3:57.850
1,21,48,3:59.150
1,22,42,4:0.480
1,23,37,4:2.110
1,24,34,4:3.570
1,25,31,4:4.880
1,26,28,4:6.360
1,27,24,4:7.690
2,9,181,4:10.970
2,10,154,4:12.340
2,11,134,4:13.650
2,12,121,4:14.960
2,13,112,4:16.230
2,14,101,4:17.550
2,15,88,4:18.920
2,16,81,4:20.300
2,17,73,4:21.550
2,18,67,4:23.0
2,19,61,4:24.290
2,20,54,4:25.560
2,21,49,4:26.590
2,22,44,4:28.380
2,23,38,4:29.860
2,24,33,4:32.420
2,25,30,4:33.690
2,26,25,4:34.980
2,27,21,4:35.980
3,6,0,4:38.750
4,23,182,4:41.590
4,24,165,4:43.110
4,25,151,4:44.420
4,26,134,4:45.690
4,27,125,4:47.60
4,28,112,4:48.320
4,29,100,4:49.600
4,30,91,4:50.910
4,31,79,4:52.40
4,32,70,4:53.330
4,33,64,4:54.620
4,34,58,4:55.840
4,35,52,4:57.170
4,36,46,4:58.390
4,37,40,4:59.640
-1,-1,8379,undefined
2,1,66,0:4.480
2,2,59,0:5.530
2,3,50,0:7.340
2,4,44,0:8.940
2,5,41,0:10.220
2,6,36,0:11.230
2,7,32,0:12.310
1,1,0,0:15.990
0,1,0,0:18.970
7,1,118,0:22.10
7,2,104,0:23.300
7,3,95,0:24.360
7,4,85,0:25.880
7,5,74,0:27.310
7,6,68,0:28.370
7,7,62,0:29.840
7,8,55,0:31.110
7,9,48,0:32.590
7,10,43,0:34.0
7,11,39,0:35.470
7,12,35,0:36.910
7,13,30,0:38.160
7,14,27,0:39.460
6,1,0,0:43.30
5,1,103,0:47.160
5,2,90,0:48.480
5,3,81,0:49.770
5,4,74,0:51.80
5,5,66,0:52.410
5,6,59,0:53.690
5,7,54,0:54.800
5,8,49,0:56.260
5,9,43,0:57.410
5,10,37,0:58.810
5,11,33,1:0.150
4,1,0,1:2.830
3,1,124,1:5.660
3,2,115,1:7.310
3,3,107,1:8.660
3,4,94,1:10.20
3,5,83,1:11.340
3,6,73,1:12.610
3,7,67,1:13.910
3,8,59,1:15.190
3,9,52,1:16.490
3,10,47,1:17.710
3,11,43,1:19.10
3,12,39,1:20.470
3,13,34,1:21.770
3,14,30,1:23.40
2,8,182,1:25.650
2,9,165,1:26.960
2,10,145,1:28.300
2,11,126,1:29.610
2,12,116,1:31.50
2,13,103,1:32.320
2,14,88,1:33.610
2,15,82,1:34.630
2,16,74,1:35.750
2,17,65,1:37.250
2,18,59,1:38.570
2,19,53,1:39.840
2,20,49,1:41.110
2,21,44,1:42.570
2,22,38,1:43.990
2,23,33,1:45.270
2,24,29,1:46.720
1,2,0,1:49.520
0,2,0,1:52.790
7,15,176,1:56.440
7,16,164,1:57.760
7,17,147,1:59.90
7,18,132,2:0.400
7,19,117,2:1.690
7,20,104,2:3.300
7,21,97,2:4.610
7,22,89,2:5.910
7,23,79,2:7.340
7,24,72,2:8.610
7,25,63,2:9.950
7,26,57,2:11.260
7,27,50,2:12.590
7,28,46,2:13.920
7,29,41,2:15.160
7,30,36,2:16.230
7,31,31,2:17.250
6,2,0,2:19.940
5,12,115,2:23.80
5,13,104,2:24.310
5,14,88,2:25.340
5,15,79,2:26.890
5,16,72,2:28.160
5,17,64,2:29.320
5,18,56,2:30.700
5,19,47,2:32.60
5,20,42,2:33.330
5,21,38,2:34.790
5,22,33,2:35.930
4,2,0,2:38.480
3,15,105,2:41.200
3,16,94,2:42.730
3,17,88,2:44.210
3,18,83,2:45.590
3,19,75,2:46.970
3,20,68,2:48.330
3,21,62,2:49.650
3,22,56,2:50.980
3,23,52,2:52.370
3,24,47,2:53.700
3,25,43,2:55.60
3,26,38,2:56.380
3,27,34,2:57.900
2,25,174,3:0.790
2,26,156,3:1.850
2,27,138,3:3.200
2,28,122,3:4.570
2,29,111,3:6.500
2,30,98,3:7.870
2,31,89,3:9.290
2,32,81,3:10.730
2,33,71,3:12.200
2,34,61,3:13.850
2,35,55,3:16.240
2,36,50,3:18.210
2,37,46,3:19.640
2,38,41,3:21.60
2,39,35,3:22.460
2,40,31,3:23.820
2,41,28,3:25.190
1,3,0,3:28.20
0,3,0,3:30.620
0,4,0,3:32.30
7,32,185,3:34.930
7,33,171,3:36.350
7,34,158,3:37.840
7,35,138,3:39.220
7,36,125,3:40.570
7,37,114,3:41.970
7,38,100,3:43.450
7,39,91,3:45.70
7,40,82,3:46.120
7,41,74,3:47.180
7,42,68,3:48.430
7,43,58,3:49.670
7,44,53,3:50.780
7,45,48,3:52.140
7,46,43,3:53.180
7,47,38,3:54.230
7,48,35,3:55.370
7,49,30,3:56.430
7,50,26,3:57.510
7,51,22,3:58.600
7,52,20,3:59.670
3,28,86,4:4.820
3,29,76,4:6.130
3,30,69,4:7.470
3,31,64,4:8.780
3,32,57,4:10.120
3,33,50,4:11.500
3,34,44,4:12.850
3,35,39,4:14.200
2,42,173,4:17.180
2,43,160,4:18.540
2,44,147,4:19.650
2,45,133,4:20.910
2,46,116,4:21.920
2,47,103,4:23.50
2,48,94,4:24.80
2,49,82,4:25.220
2,50,73,4:26.260
2,51,62,4:27.290
2,52,56,4:28.300
2,53,50,4:29.350
2,54,44,4:30.370
2,55,40,4:31.520
2,56,36,4:32.660
5,23,154,4:36.960
5,24,136,4:38.140
5,25,116,4:39.230
5,26,105,4:40.240
5,27,96,4:41.530
5,28,85,4:42.630
5,29,76,4:43.730
5,30,67,4:44.830
5,31,61,4:45.830
5,32,55,4:46.930
5,33,47,4:48.50
5,34,43,4:49.150
5,35,37,4:50.200
5,36,33,4:51.400
5,37,28,4:52.550
5,38,25,4:53.640
7,53,172,4:59.90
-1,-1,13658,undefined
7,1,0,0:0.330
7,2,0,0:3.40
7,3,0,0:4.180
2,1,0,0:9.520
3,1,61,0:12.830
3,2,53,0:14.370
3,3,47,0:15.890
3,4,43,0:17.510
3,5,38,0:18.970
3,6,34,0:20.420
3,7,30,0:21.810
3,8,26,0:23.180
3,9,22,0:25.70
4,1,125,0:28.100
4,2,117,0:29.520
4,3,106,1:8.400
4,4,94,1:9.790
4,5,85,1:11.100
4,6,76,1:12.350
4,7,70,1:13.660
4,8,64,1:14.930
4,9,58,1:16.410
4,10,52,1:17.700
4,11,46,1:19.60
4,12,41,1:20.380
4,13,37,1:21.500
4,14,32,1:22.780
4,15,29,1:24.100
4,16,26,1:25.390
4,17,23,1:26.630
4,18,20,1:27.790
4,19,17,1:29.270
4,20,15,1:30.820
4,21,13,1:32.30
5,1,0,1:35.20
6,1,182,1:37.720
6,2,166,1:39.0
6,3,155,1:40.240
6,4,132,1:41.460
6,5,118,1:42.660
6,6,100,1:43.800
6,7,92,1:45.140
6,8,80,1:46.330
6,9,71,1:47.570
6,10,64,1:48.810
6,11,60,1:49.860
6,12,53,1:50.940
6,13,46,1:51.990
6,14,43,1:53.0
6,15,40,1:54.180
6,16,34,1:55.210
7,4,0,1:58.230
0,1,142,2:1.130
0,2,124,2:2.300
0,3,108,2:3.550
0,4,94,2:4.990
0,5,82,2:6.280
0,6,74,2:7.410
0,7,67,2:8.450
0,8,60,2:9.690
0,9,55,2:11.90
0,10,49,2:12.440
0,11,44,2:13.750
0,12,41,2:15.120
0,13,36,2:16.580
0,14,30,2:17.930
1,1,0,2:20.700
2,2,0,2:24.90
3,10,173,2:27.640
3,11,160,2:28.970
3,12,143,2:30.80
3,13,132,2:31.430
3,14,121,2:32.630
3,15,105,2:33.750
3,16,94,2:35.20
3,17,83,2:36.300
3,18,77,2:37.880
3,19,73,3:21.30
3,20,65,3:22.270
3,21,56,3:23.820
3,22,50,3:25.180
3,23,43,3:36.530
3,24,38,3:37.850
4,22,177,3:42.60
4,23,161,3:43.390
4,24,137,3:45.50
4,25,122,3:46.720
4,26,105,3:48.60
4,27,92,3:49.210
4,28,81,3:50.450
4,29,73,4:17.260
4,30,63,4:18.640
4,31,58,4:20.20
4,32,51,4:33.960
4,33,46,4:35.330
4,34,41,4:37.40
4,35,37,4:38.400
5,2,0,4:42.220
6,17,182,4:45.140
6,18,155,4:46.480
6,19,136,4:47.860
6,20,122,4:49.650
6,21,111,4:51.560
6,22,98,4:52.940
6,23,89,4:54.370
6,24,78,4:55.840
6,25,70,4:57.510
6,26,62,4:58.910
-1,-1,21360,undefined

difficulty
1
1
