form_field, field_value
1,4
2,4
3,1
4,1
5,4
6,1
7,2
8,3
9,3
10,3
11,4
12,1
13,1
14,1
15,1
16,4
17,1
18,1
19,4
20,4
21,4
22,1
23,3
24,1
25,2
26,4
27,4
28,1
29,1
30,3
31,1
32,2
33,4
34,2
35,2
36,3
37,3
38,1
39,4
40,1

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,0,4,false
1,521,600,34,4,true
2,375,454,31,4,true
3,375,246,1,4,false
4,521,100,32,4,true
5,729,100,1,4,false
6,875,246,28,4,true
7,875,454,1,4,false
-2,-1,-1,-1,11489,false
0,729,600,1,2,false
1,521,600,2,2,false
2,375,454,44,8,true
3,375,246,21,2,true
4,521,100,2,2,false
5,729,100,9,2,true
6,875,246,1,2,false
7,875,454,43,8,true
-2,-1,-1,-1,11364,false
0,729,600,17,2,true
1,521,600,2,2,false
2,375,454,1,2,false
3,375,246,30,4,true
4,521,100,41,8,true
5,729,100,1,2,false
6,875,246,45,16,true
7,875,454,1,2,false
-2,-1,-1,-1,15927,false

Normals
2.1973362742570384
4.132001674878986
1.6933595877923349

id, exploit, reward, time
4,1,65,0:4.650
5,1,0,0:8.70
3,1,0,0:12.450
2,1,71,0:16.950
2,2,64,0:19.930
4,2,65,0:30.350
4,3,59,0:32.560
4,4,51,0:34.450
4,5,46,0:35.930
4,6,40,0:38.590
4,7,35,0:40.220
2,3,80,0:44.60
2,4,72,0:45.540
2,5,67,0:46.890
2,6,59,0:48.810
7,1,0,0:56.560
6,1,110,1:0.70
6,2,99,1:1.420
6,3,87,1:2.770
6,4,81,1:3.870
6,5,75,1:5.270
6,6,65,1:6.690
6,7,60,1:8.960
2,7,78,1:13.610
2,8,70,1:15.270
2,9,61,1:16.570
2,10,55,1:17.980
4,8,86,1:22.170
4,9,78,1:24.30
4,10,69,1:25.700
4,11,62,1:27.170
6,8,86,1:31.840
6,9,76,1:33.210
6,10,67,1:34.910
6,11,58,1:36.640
6,12,51,1:38.70
1,1,185,1:42.850
1,2,173,1:44.200
1,3,154,1:45.730
1,4,143,1:47.70
1,5,126,1:48.470
1,6,114,1:49.470
1,7,100,1:50.710
1,8,92,1:52.470
1,9,83,1:53.820
1,10,76,1:55.600
1,11,69,1:56.980
1,12,63,1:58.360
1,13,56,1:59.740
6,13,99,2:5.930
6,14,88,2:7.410
6,15,75,2:8.770
6,16,68,2:10.140
6,17,60,2:11.600
6,18,52,2:13.20
2,11,156,2:17.310
2,12,137,2:18.640
2,13,127,2:19.930
2,14,109,2:21.670
2,15,100,2:23.210
2,16,92,2:24.550
2,17,84,2:26.260
2,18,76,2:27.610
2,19,68,2:33.210
2,20,63,2:34.620
2,21,55,2:36.10
4,12,174,2:40.210
4,13,153,2:41.870
4,14,136,2:43.180
4,15,124,2:44.670
4,16,110,2:46.50
4,17,96,2:47.550
4,18,86,2:49.110
4,19,77,2:50.500
4,20,69,2:51.840
4,21,63,2:55.130
1,14,142,3:2.590
1,15,126,3:3.820
1,16,116,3:6.690
1,17,102,3:8.360
1,18,94,3:11.200
1,19,86,3:12.530
1,20,75,3:14.10
1,21,66,3:17.590
1,22,59,3:19.270
6,19,149,3:24.380
6,20,133,3:25.650
6,21,118,3:27.10
6,22,107,3:29.510
6,23,96,3:30.750
6,24,85,3:32.160
6,25,76,3:36.400
6,26,67,3:40.480
6,27,63,3:46.80
6,28,55,3:47.550
2,22,154,3:54.860
2,23,140,3:56.670
2,24,123,3:57.940
2,25,109,3:59.360
2,26,98,4:2.170
2,27,91,4:3.950
2,28,80,4:5.830
2,29,73,4:7.280
2,30,65,4:10.620
2,31,58,4:12.710
4,22,169,4:18.240
4,23,150,4:19.580
4,24,137,4:21.140
4,25,117,4:22.800
4,26,107,4:24.830
4,27,97,4:26.110
4,28,88,4:27.580
4,29,78,4:28.860
4,30,71,4:30.490
4,31,64,4:31.840
4,32,59,4:33.110
1,23,162,4:39.230
1,24,151,4:40.400
1,25,141,4:41.670
1,26,132,4:43.210
1,27,118,4:45.140
1,28,110,4:46.570
1,29,101,4:48.930
1,30,88,4:50.340
1,31,79,4:53.240
1,32,68,4:54.660
1,33,62,4:58.240
1,34,55,4:59.910
-2,-1,11489,undefined
2,1,68,0:6.830
5,1,69,0:11.940
5,2,62,0:13.640
5,3,54,0:15.540
2,2,77,0:20.510
2,3,71,0:21.820
2,4,64,0:22.960
2,5,60,0:24.340
2,6,53,0:25.750
2,7,47,0:27.320
7,1,135,0:32.120
7,2,122,0:33.470
7,3,113,0:34.660
7,4,98,0:35.970
7,5,89,0:37.380
7,6,80,0:38.900
7,7,73,0:40.280
7,8,65,0:41.630
7,9,61,0:43.180
7,10,54,0:44.190
5,4,83,0:48.640
5,5,76,0:51.100
5,6,69,0:52.770
5,7,61,0:54.220
5,8,54,0:55.590
5,9,48,0:57.320
2,8,167,1:2.150
2,9,151,1:3.730
2,10,138,1:5.30
2,11,126,1:6.260
2,12,112,1:8.350
2,13,100,1:9.850
